533,1422,887,-2539
534,1419,786,-2632
535,1279,895,-2612
536,1276,911,-2568
537,1448,826,-2574
538,1297,957,-2512
539,1201,894,-2618
540,1283,994,-2534
541,1297,940,-2599
542,1301,839,-2592
543,1400,926,-2516
544,1299,825,-2648
545,1294,861,-2630
546,1298,776,-2680
547,1444,839,-2554
548,1275,977,-2491
549,1278,985,-2521
550,1297,972,-2538
551,1298,966,-2569
552,1277,1013,-2510
553,1156,888,-2609
554,1280,805,-2643
555,1157,893,-2603
556,1419,855,-2587
557,1286,982,-2532
558,1391,898,-2521
559,1386,797,-2617
560,1412,949,-2488
561,1283,808,-2686
562,1408,878,-2556
563,1290,935,-2562
564,1281,789,-2700
565,1297,1021,-2506
566,1391,890,-2515
567,1223,884,-2591
568,1444,880,-2513
569,1167,914,-2557
570,1296,939,-2580
571,1436,836,-2574
572,1294,884,-2572
573,1412,943,-2499
574,1422,895,-2539
575,1318,941,-2506
576,1433,878,-2515
577,1387,838,-2558
578,1298,853,-2629
579,1363,850,-2544
580,1200,887,-2620
581,1295,947,-2579
582,1307,895,-2555
583,1278,937,-2583
584,1437,812,-2601
585,1454,839,-2607
586,1324,983,-2550
587,1260,902,-2570
588,1233,881,-2633
589,1296,877,-2631
590,1210,1006,-2566
591,1214,876,-2655
592,1268,775,-2676
593,1329,972,-2515
594,1245,1023,-2584
595,1200,847,-2668
596,1443,845,-2621
597,1237,994,-2539
598,1423,843,-2638
599,1320,809,-2699
600,1208,828,-2679
601,1382,777,-2635
602,1260,967,-2534
603,1452,878,-2621
604,1202,857,-2669
605,1379,855,-2604
606,1315,786,-2632
607,1374,1004,-2515
608,1309,822,-2673
609,1395,964,-2534
610,1337,960,-2530
611,1304,1009,-2506
612,1437,841,-2665
613,1269,799,-2687
614,1317,867,-2626
615,1258,815,-2654
616,1310,920,-2607
617,1393,990,-2559
618,1351,790,-2616
619,1242,865,-2648
620,1254,932,-2577
621,1191,954,-2559
622,1269,837,-2648
623,1241,1015,-2569
624,1366,806,-2629
625,1400,924,-2566
626,1397,920,-2543
627,1323,913,-2552
628,1385,909,-2534
629,1377,871,-2625
630,1428,933,-2573
631,1227,866,-2662
632,1356,926,-2576
633,1192,915,-2633
634,1276,835,-2723
635,1254,940,-2562
636,1381,971,-2541
637,1229,817,-2695
638,1227,958,-2563
639,1363,940,-2486
640,1387,952,-2486
641,1312,958,-2541
642,1351,826,-2618
643,1395,843,-2604
644,1237,886,-2672
645,1213,903,-2634
646,1276,968,-2597
647,1269,818,-2680
648,1205,902,-2612
649,1168,885,-2648
650,1245,935,-2576
651,1335,960,-2452
652,1421,952,-2566
653,1248,995,-2586
654,1174,957,-2550
655,1309,1020,-2495
656,1429,873,-2591
657,1410,872,-2655
658,1465,906,-2546
659,1168,929,-2633
660,1372,939,-2576
661,1380,826,-2627
662,1374,1002,-2542
663,1252,931,-2581
664,1377,970,-2567
665,1399,968,-2599
666,1292,1041,-2541
667,1209,831,-2685
668,1352,940,-2523
669,1433,825,-2594
670,1419,946,-2551
671,1422,1007,-2547
672,1347,865,-2605
673,1271,981,-2543
674,1296,897,-2640
675,1282,881,-2639
676,1381,802,-2650
677,1399,961,-2560
678,1287,965,-2591
679,1404,809,-2643
680,1460,874,-2619
681,1242,809,-2676
682,1428,833,-2601
683,1270,983,-2490
684,1208,991,-2528
685,1364,975,-2529
